exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor
1719,2,2.2,64,16,1,256,2,4,8,2,4,256,96,8,32,TAGE_SC_L_64KB
1720,16,2.6,16,64,2,2048,2,12,2,4,12,64,32,64,16,MultiperspectivePerceptron64KB
1721,4,4.0,16,16,1,128,16,12,4,12,2,64,64,32,16,TAGE_SC_L_64KB
1722,2,1.2,16,16,4,2048,8,8,8,12,2,256,64,64,32,TAGE_SC_L_64KB
1723,1,3.0,64,128,4,2048,2,4,4,4,12,192,16,64,8,LocalBP
1724,32,2.8,16,16,1,1024,16,8,2,8,8,192,32,64,8,BiModeBP
1725,4,2.8,64,32,8,256,4,8,4,12,8,32,16,32,16,TournamentBP
1726,1,1.6,32,32,8,256,4,4,8,8,12,32,64,16,32,TAGE
1727,8,3.2,64,64,1,512,4,4,12,2,2,256,128,32,32,TAGE
1728,8,1.2,32,16,2,512,2,2,8,8,4,256,16,64,64,TAGE_SC_L_64KB
1729,4,3.6,32,32,2,1024,2,4,2,2,4,32,32,32,16,TAGE_SC_L_64KB
1730,8,3.6,16,128,8,2048,16,4,12,12,4,256,96,32,32,MultiperspectivePerceptron64KB
1731,2,3.4,16,128,1,1024,16,12,12,8,12,128,96,16,32,TAGE_SC_L_64KB
1732,32,2.2,64,16,4,512,2,12,8,8,12,32,128,64,8,LocalBP
1733,32,3.0,128,64,8,256,8,4,12,8,2,192,16,64,16,BiModeBP
1734,32,3.4,64,64,4,1024,8,2,4,2,12,128,96,32,64,TournamentBP
1735,1,2.6,128,128,2,512,4,8,8,12,12,128,64,32,64,TAGE_SC_L_64KB
1736,1,1.0,32,16,4,128,4,2,12,12,12,64,64,16,64,MultiperspectivePerceptron64KB
1737,1,1.2,16,16,4,512,4,8,2,8,8,64,64,8,32,TournamentBP
1738,32,1.0,16,16,4,256,4,12,8,4,12,192,16,16,16,LocalBP
1739,8,4.0,32,128,8,128,2,8,8,12,4,128,128,64,8,MultiperspectivePerceptron64KB
1740,8,4.0,32,16,4,128,8,8,4,4,2,256,128,8,8,TournamentBP
1741,16,3.4,16,64,2,256,2,4,12,8,4,32,96,32,64,TAGE_SC_L_64KB
1742,32,1.4,64,16,4,1024,16,8,4,8,2,32,128,64,32,LocalBP
1743,4,3.8,16,64,8,256,2,12,4,8,12,192,128,32,64,MultiperspectivePerceptron64KB
1744,4,2.2,64,32,2,2048,8,4,8,8,4,32,64,16,8,MultiperspectivePerceptron64KB
1745,8,2.4,16,128,8,256,4,4,2,8,2,32,16,16,64,LocalBP
1746,32,2.2,16,16,1,256,2,8,2,8,12,128,32,8,16,TournamentBP
1747,1,1.0,32,128,8,512,8,12,2,12,4,192,32,64,8,MultiperspectivePerceptron64KB
1748,4,3.8,16,16,2,128,4,4,2,2,2,128,16,8,32,BiModeBP
1749,1,3.0,32,16,4,512,8,12,4,4,8,192,16,16,8,MultiperspectivePerceptron64KB
1750,16,2.0,64,64,4,128,16,12,8,12,12,128,128,64,8,BiModeBP
1751,1,2.4,32,16,8,1024,2,8,8,4,2,128,16,32,16,MultiperspectivePerceptron64KB
1752,2,3.2,128,128,8,1024,16,2,12,4,12,32,16,64,64,BiModeBP
1753,8,3.0,16,64,4,2048,16,2,8,4,12,256,96,64,8,TAGE
1754,32,2.6,16,64,4,1024,2,4,8,2,8,64,64,16,32,BiModeBP
1755,16,1.2,32,16,8,2048,8,8,4,4,2,64,128,64,64,BiModeBP
1756,2,1.2,32,16,2,256,4,4,2,8,8,192,32,8,16,TournamentBP
1757,2,3.4,32,64,1,2048,4,2,4,8,4,32,16,32,64,TAGE
1758,4,1.8,128,16,8,512,8,2,2,8,2,64,64,16,8,MultiperspectivePerceptron64KB
1759,4,1.6,16,128,2,128,2,2,2,8,4,256,128,32,16,TournamentBP
1760,2,3.4,16,64,8,128,8,12,2,4,4,64,16,8,32,TAGE
1761,4,1.4,32,128,1,512,16,2,2,8,8,256,96,64,32,MultiperspectivePerceptron64KB
1762,2,2.2,128,16,2,2048,2,8,4,8,4,64,96,16,32,LocalBP
1763,2,2.2,32,128,4,512,2,2,8,12,12,64,128,8,8,MultiperspectivePerceptron64KB
1764,32,2.2,16,32,8,128,2,12,12,2,8,32,64,32,16,LocalBP
1765,32,2.8,64,128,4,1024,2,8,4,4,4,128,128,16,8,TAGE_SC_L_64KB
1766,2,3.2,64,16,4,128,16,8,8,12,2,128,128,16,8,TournamentBP
1767,8,3.8,64,64,2,512,8,4,8,12,4,192,64,8,8,TAGE
1768,4,1.8,128,128,1,1024,2,2,12,4,12,32,96,16,32,TAGE_SC_L_64KB
1769,1,2.8,16,32,2,128,4,2,4,12,12,32,32,32,32,TAGE
1770,4,2.2,16,32,8,256,4,2,8,2,4,64,128,32,32,TAGE_SC_L_64KB
1771,2,1.4,128,128,1,2048,4,12,4,8,2,32,16,16,32,TAGE
1772,32,1.6,16,128,1,2048,4,2,4,8,8,256,32,8,16,TAGE
1773,4,1.6,16,32,2,512,2,8,4,2,8,192,128,8,16,TAGE_SC_L_64KB
1774,2,3.4,16,32,4,2048,8,8,4,4,2,192,32,8,8,MultiperspectivePerceptron64KB
1775,2,3.6,64,64,8,512,16,4,4,12,4,32,16,64,8,MultiperspectivePerceptron64KB
1776,32,2.0,32,128,8,2048,16,4,12,2,12,256,96,16,32,TAGE_SC_L_64KB
1777,32,2.0,16,128,4,512,16,4,12,8,2,192,64,8,32,TAGE
1778,8,3.6,128,128,4,256,16,4,2,4,4,64,16,8,32,BiModeBP
1779,32,2.2,32,64,8,256,8,2,8,4,2,64,32,64,64,LocalBP
1780,2,1.2,128,32,8,1024,8,4,12,2,8,192,16,8,8,TAGE_SC_L_64KB
1781,16,1.2,64,16,8,1024,4,4,8,2,4,128,64,8,8,TAGE_SC_L_64KB
1782,4,3.4,32,64,8,1024,2,2,2,12,8,64,96,8,64,MultiperspectivePerceptron64KB
1783,2,1.8,128,128,2,2048,8,8,4,12,8,32,96,16,64,TAGE
1784,2,2.2,16,32,2,256,2,2,12,8,12,64,128,32,32,LocalBP
1785,4,1.6,128,32,8,512,2,4,8,8,12,64,64,8,8,TournamentBP
1786,1,2.6,64,64,4,512,2,8,4,4,4,192,128,32,8,BiModeBP
1787,2,2.2,16,32,4,128,4,4,8,2,4,128,64,8,16,BiModeBP
1788,4,1.2,32,64,8,2048,8,8,8,4,2,128,96,64,16,MultiperspectivePerceptron64KB
1789,1,1.8,16,128,4,512,16,12,8,4,4,32,128,32,8,LocalBP
1790,1,3.8,64,32,4,128,8,4,12,4,8,32,96,8,32,TournamentBP
1791,16,2.8,64,16,1,128,16,2,12,12,8,192,64,16,8,BiModeBP
1792,4,2.2,64,32,1,128,16,2,12,2,4,32,96,16,8,MultiperspectivePerceptron64KB
1793,8,1.8,32,16,1,1024,16,12,8,8,4,128,128,64,64,TAGE_SC_L_64KB
1794,1,1.6,64,16,4,256,16,2,8,12,2,256,64,32,64,MultiperspectivePerceptron64KB
1795,32,1.4,16,64,8,128,8,4,12,12,4,256,64,64,64,BiModeBP
1796,2,2.4,32,16,8,128,8,2,8,4,12,256,64,8,32,LocalBP
1797,8,2.0,32,128,1,1024,2,8,4,12,2,32,128,8,16,BiModeBP
1798,4,2.0,64,64,2,128,4,12,8,12,8,32,64,8,16,BiModeBP
1799,1,3.4,16,128,4,512,2,8,4,12,12,64,32,8,32,LocalBP
1800,1,1.4,16,16,4,1024,2,2,2,4,2,128,128,16,64,BiModeBP
1801,8,3.6,128,32,1,128,8,12,4,8,4,256,128,16,16,BiModeBP
1802,4,2.0,64,64,1,512,16,4,4,2,8,256,32,8,8,BiModeBP
1803,16,1.8,128,64,1,1024,16,2,4,8,4,64,128,8,32,BiModeBP
1804,2,3.8,128,16,4,512,4,2,2,12,4,32,16,64,32,LocalBP
1805,4,1.8,16,16,8,256,16,2,12,8,12,256,64,64,32,MultiperspectivePerceptron64KB
1806,8,3.6,64,32,8,128,4,4,8,2,4,128,64,32,16,TAGE
1807,1,2.0,128,128,2,2048,2,4,12,2,4,32,128,16,32,TournamentBP
1808,32,2.0,128,32,4,1024,2,4,2,8,2,256,64,8,64,TAGE
1809,32,4.0,128,64,8,128,8,4,8,8,4,128,128,64,16,TAGE_SC_L_64KB
1810,32,2.0,128,64,8,256,2,8,12,8,4,256,32,32,64,BiModeBP
1811,16,2.4,128,16,2,2048,4,4,12,12,2,32,96,64,16,BiModeBP
1812,2,2.6,32,64,8,1024,4,4,2,2,8,256,96,64,32,TAGE_SC_L_64KB
1813,8,2.2,32,16,2,512,16,2,12,12,8,192,128,8,16,MultiperspectivePerceptron64KB
1814,32,3.0,16,16,8,128,8,8,8,2,2,32,96,64,32,TAGE
1815,4,2.2,128,32,2,128,2,2,12,12,2,64,64,16,8,TAGE_SC_L_64KB
1816,2,3.8,16,64,1,512,8,12,12,12,8,256,16,8,16,LocalBP
1817,16,2.6,64,128,2,512,4,8,4,4,4,192,96,8,64,LocalBP
1818,2,3.6,128,32,4,128,2,4,2,8,12,32,128,32,32,TAGE
1819,4,3.4,32,16,1,1024,16,12,8,4,12,256,96,32,8,LocalBP
1820,1,2.2,128,128,2,512,4,2,8,4,2,64,128,8,16,BiModeBP
1821,4,2.2,32,64,4,128,2,2,12,12,2,64,16,16,16,TournamentBP
1822,32,1.2,32,128,1,512,2,4,8,12,12,256,16,16,16,TAGE
1823,2,1.6,64,32,8,1024,8,12,4,4,2,32,16,8,32,TAGE
1824,1,4.0,16,64,1,256,16,4,12,4,12,256,32,8,32,BiModeBP
1825,1,1.0,64,32,2,2048,2,4,4,12,4,128,96,16,16,TournamentBP
1826,4,1.2,32,16,4,128,16,8,4,8,8,192,96,16,32,LocalBP
1827,1,3.6,32,16,8,128,2,2,4,8,2,256,96,8,16,TAGE_SC_L_64KB
1828,1,1.6,64,32,1,256,16,8,4,2,2,64,96,8,64,LocalBP
1829,4,1.0,64,32,4,512,2,2,12,2,12,64,128,32,16,BiModeBP
1830,4,2.4,32,128,1,128,2,2,12,8,2,64,32,8,8,MultiperspectivePerceptron64KB
1831,16,1.6,64,32,4,512,16,4,8,2,2,32,128,32,64,BiModeBP
1832,4,3.2,16,16,2,128,8,8,8,2,2,32,16,8,32,LocalBP
1833,4,1.2,32,16,2,256,16,4,12,12,12,256,128,32,32,TAGE_SC_L_64KB
1834,1,2.8,32,16,4,128,8,12,8,12,8,32,96,32,16,TAGE_SC_L_64KB
1835,32,1.2,64,128,2,256,4,8,12,12,2,32,32,8,64,TAGE_SC_L_64KB
1836,2,1.4,64,16,8,1024,16,2,4,12,2,32,96,16,32,MultiperspectivePerceptron64KB
1837,16,3.6,32,16,8,1024,16,4,12,12,4,192,64,16,32,TournamentBP
1838,16,3.6,128,16,1,512,8,2,2,12,8,128,128,64,16,LocalBP
1839,32,3.4,32,64,1,256,2,2,12,2,2,256,128,32,64,TAGE
1840,32,1.4,64,32,2,128,2,8,12,4,2,64,128,32,8,TournamentBP
1841,1,2.2,64,16,2,2048,8,2,8,12,2,128,16,64,64,BiModeBP
1842,8,1.2,32,32,2,512,8,2,2,2,12,256,96,32,32,LocalBP
1843,16,1.2,128,32,8,1024,4,4,4,4,4,192,64,32,64,MultiperspectivePerceptron64KB
1844,1,1.4,32,128,2,256,8,12,4,8,8,32,96,64,32,TournamentBP
1845,1,1.6,32,128,1,2048,4,2,12,4,8,128,16,64,32,BiModeBP
1846,2,1.6,128,16,2,128,4,12,12,12,2,64,96,8,32,TAGE
1847,4,2.8,32,16,1,256,8,4,8,4,4,32,96,64,16,LocalBP
1848,8,2.2,16,128,8,2048,2,2,2,2,12,64,32,32,16,TAGE_SC_L_64KB
1849,2,1.0,128,64,4,256,16,12,8,12,2,32,96,8,8,TAGE_SC_L_64KB
1850,4,3.8,64,128,2,2048,8,2,4,8,4,128,128,64,16,LocalBP
1851,8,4.0,16,128,2,1024,8,2,4,8,12,192,96,8,64,LocalBP
1852,2,2.2,128,128,2,256,16,4,2,8,12,32,32,64,32,BiModeBP
1853,16,1.6,32,32,1,256,2,8,8,2,2,64,16,32,16,TAGE
1854,32,4.0,32,32,1,128,8,4,2,4,8,64,96,32,32,TAGE
1855,4,3.2,128,32,1,512,4,12,4,2,2,128,128,8,16,TAGE_SC_L_64KB
1856,4,3.8,32,32,2,2048,16,12,12,4,4,128,96,8,8,MultiperspectivePerceptron64KB
1857,4,2.0,128,64,2,256,4,8,12,8,12,64,32,64,32,MultiperspectivePerceptron64KB
1858,4,4.0,16,64,4,1024,4,2,2,12,4,128,96,16,8,LocalBP
1859,2,1.2,32,64,4,1024,16,8,8,2,8,32,96,8,64,LocalBP
1860,8,3.4,16,64,8,128,16,2,12,12,8,32,64,64,16,TAGE
1861,4,4.0,16,64,8,128,2,8,4,8,12,32,96,32,16,LocalBP
1862,1,3.0,32,16,8,1024,16,4,2,2,4,32,32,64,8,BiModeBP
1863,8,1.4,32,32,4,128,2,2,4,2,8,128,128,16,32,BiModeBP
1864,8,1.2,32,64,1,128,4,2,12,2,4,64,128,8,16,BiModeBP
1865,4,3.0,16,32,4,256,16,4,8,2,8,256,96,8,32,TAGE_SC_L_64KB
1866,32,3.2,32,16,1,256,16,8,12,2,4,192,96,8,64,MultiperspectivePerceptron64KB
1867,32,1.4,32,128,8,128,8,2,2,8,8,256,16,16,8,MultiperspectivePerceptron64KB
1868,32,3.2,32,32,2,128,4,4,4,8,8,192,16,64,16,TournamentBP
1869,2,1.0,32,16,2,128,4,8,2,4,2,256,64,16,64,BiModeBP
1870,16,2.2,64,16,2,256,2,12,2,4,12,32,16,64,8,LocalBP
1871,32,1.4,128,64,8,256,8,12,8,4,8,192,128,32,8,TAGE_SC_L_64KB
1872,16,2.4,128,64,1,2048,2,4,8,4,12,64,128,64,64,TAGE_SC_L_64KB
1873,8,1.0,16,128,4,256,2,8,2,8,4,32,32,8,16,MultiperspectivePerceptron64KB
1874,4,1.6,16,64,2,2048,8,8,12,12,4,128,64,8,64,TAGE
1875,16,2.4,128,16,4,128,4,12,4,4,8,192,128,64,32,MultiperspectivePerceptron64KB
1876,32,1.4,32,128,1,512,4,4,4,4,8,192,96,8,32,LocalBP
1877,32,2.2,32,32,2,128,2,8,12,8,12,256,96,16,8,MultiperspectivePerceptron64KB
1878,8,3.0,64,16,4,1024,8,12,2,4,12,192,96,32,16,TAGE
1879,1,2.2,64,16,1,128,16,4,8,12,4,64,64,32,8,MultiperspectivePerceptron64KB
1880,8,3.6,128,32,8,1024,2,8,8,4,8,192,96,32,32,TournamentBP
1881,4,3.4,16,128,4,1024,4,12,4,2,8,192,32,16,64,LocalBP
1882,4,2.0,32,128,8,2048,8,2,4,4,8,256,128,32,64,TAGE_SC_L_64KB
1883,16,3.4,16,16,4,2048,2,8,12,12,4,32,128,64,8,LocalBP
1884,16,1.8,32,128,4,256,2,12,2,4,12,128,32,32,64,BiModeBP
1885,2,3.4,128,128,4,2048,4,2,12,4,8,192,16,64,32,TAGE
1886,8,1.4,32,32,8,2048,4,4,12,2,2,64,32,16,64,TAGE
1887,4,2.6,64,128,2,128,16,2,8,2,8,32,64,64,64,TournamentBP
1888,32,2.8,16,32,2,128,16,8,8,4,8,32,32,8,32,LocalBP
1889,32,4.0,128,16,8,128,2,12,12,8,4,128,64,64,16,TAGE
1890,32,3.4,32,128,8,2048,8,12,12,4,12,64,128,64,64,MultiperspectivePerceptron64KB
1891,8,2.4,128,32,2,512,8,12,4,2,2,192,16,32,16,MultiperspectivePerceptron64KB
1892,2,2.2,32,16,4,256,8,4,2,2,4,128,96,64,8,TournamentBP
1893,16,3.6,16,64,4,2048,16,12,4,12,12,64,32,32,16,LocalBP
1894,32,2.4,64,32,8,256,4,12,4,12,12,192,128,64,64,LocalBP
1895,4,1.6,128,16,8,512,8,4,12,12,8,32,128,8,32,LocalBP
1896,1,3.2,32,32,1,512,4,8,4,8,2,32,32,16,16,TournamentBP
1897,2,1.6,16,64,4,512,8,8,2,4,4,64,128,32,16,BiModeBP
1898,2,2.0,32,128,8,512,8,2,4,8,12,192,128,16,8,MultiperspectivePerceptron64KB
1899,8,4.0,128,128,1,512,2,8,4,12,4,128,96,16,8,LocalBP
1900,16,2.6,128,32,8,512,8,4,2,2,12,192,128,64,32,TournamentBP
1901,1,4.0,16,16,4,128,4,2,4,8,2,32,32,8,16,LocalBP
1902,1,3.2,64,32,8,256,16,8,2,4,2,256,16,64,16,BiModeBP
1903,32,3.6,32,64,2,2048,16,2,8,2,2,256,128,16,64,TAGE
1904,8,3.8,32,128,1,512,2,8,8,12,8,192,64,8,8,BiModeBP
1905,4,1.2,32,64,4,512,2,12,4,12,12,192,64,64,16,BiModeBP
1906,1,3.2,128,128,1,256,4,12,2,4,2,256,128,32,32,MultiperspectivePerceptron64KB
1907,1,3.4,128,32,1,512,4,8,8,2,2,256,96,64,32,LocalBP
1908,2,2.2,64,128,8,2048,8,12,4,4,12,192,16,64,16,TournamentBP
1909,32,2.0,16,32,4,512,16,12,12,2,4,128,96,64,8,TournamentBP
1910,16,4.0,32,32,1,128,4,2,4,12,4,64,64,32,16,MultiperspectivePerceptron64KB
1911,4,1.4,64,64,2,256,2,2,4,2,8,32,64,64,16,LocalBP
1912,16,3.8,16,64,8,128,2,12,8,4,12,192,128,32,8,TAGE_SC_L_64KB
1913,16,2.8,64,32,4,128,16,4,8,4,8,64,32,8,64,TournamentBP
1914,8,1.4,64,128,2,128,16,4,8,2,12,32,32,64,16,MultiperspectivePerceptron64KB
1915,2,3.0,16,64,2,256,8,8,4,8,8,128,32,8,8,BiModeBP
1916,8,1.0,128,128,8,128,8,12,8,2,4,32,32,64,32,LocalBP
1917,16,2.4,128,128,1,128,8,12,12,4,2,64,64,32,8,BiModeBP
1918,16,2.8,128,32,4,1024,16,12,12,12,12,32,16,16,64,BiModeBP
1919,16,4.0,128,128,1,512,2,2,8,12,8,256,64,8,32,MultiperspectivePerceptron64KB
1920,32,1.4,64,128,8,256,2,12,8,4,4,128,96,8,64,TAGE_SC_L_64KB
1921,4,1.6,32,64,8,512,8,4,2,4,2,192,96,32,16,BiModeBP
1922,1,1.6,64,128,2,256,4,2,4,4,2,192,16,64,8,TournamentBP
1923,32,1.4,32,16,1,256,2,8,12,4,8,192,128,16,16,TournamentBP
1924,2,3.4,16,64,1,512,16,4,2,2,12,192,64,8,16,MultiperspectivePerceptron64KB
1925,8,3.6,32,128,8,1024,4,2,12,8,2,192,32,16,64,TAGE
1926,32,2.6,128,32,2,1024,4,12,2,12,12,256,16,8,8,BiModeBP
1927,16,3.4,128,64,2,512,4,4,4,4,8,256,64,32,64,TournamentBP
1928,2,3.6,128,32,8,1024,4,12,4,4,2,192,128,32,8,MultiperspectivePerceptron64KB
1929,2,1.2,16,64,8,1024,2,4,12,2,2,128,96,16,8,BiModeBP
1930,1,3.0,64,128,1,2048,8,4,2,2,8,64,128,32,16,TAGE
1931,2,2.6,128,16,4,128,4,8,4,8,12,256,32,8,16,TAGE_SC_L_64KB
1932,2,2.8,64,128,1,512,8,4,4,2,4,192,32,8,16,MultiperspectivePerceptron64KB
1933,16,3.6,128,128,2,512,4,2,2,12,4,128,16,32,16,TAGE
1934,8,1.0,32,128,1,2048,2,2,2,4,12,256,16,64,32,MultiperspectivePerceptron64KB
1935,16,2.8,32,128,1,128,16,2,12,8,2,256,128,16,16,TAGE_SC_L_64KB
1936,1,1.0,64,16,8,128,8,4,8,4,12,192,32,64,64,BiModeBP
1937,4,3.0,16,32,2,2048,16,12,12,2,4,64,128,8,16,TAGE_SC_L_64KB
1938,8,3.2,16,32,2,512,2,2,8,8,4,128,96,8,16,LocalBP
1939,16,1.8,128,16,4,512,2,8,4,2,12,64,64,32,64,MultiperspectivePerceptron64KB
1940,1,1.2,128,32,4,256,4,4,4,12,2,64,32,8,8,MultiperspectivePerceptron64KB
1941,4,2.6,16,64,4,128,4,2,8,2,8,64,32,64,8,TournamentBP
1942,2,2.8,32,32,4,512,2,12,2,2,2,32,32,8,8,TAGE_SC_L_64KB
1943,16,2.4,128,64,1,512,8,12,12,4,4,256,64,8,32,MultiperspectivePerceptron64KB
1944,16,1.2,64,16,4,2048,8,2,2,8,4,32,96,8,64,TAGE
1945,4,2.0,128,32,1,512,8,2,4,8,8,64,32,32,16,LocalBP
1946,32,3.4,64,32,4,512,8,12,4,12,12,32,16,64,8,TAGE
1947,1,2.8,64,128,4,1024,8,2,4,2,12,128,128,16,32,BiModeBP
1948,1,4.0,32,32,2,2048,8,4,8,12,2,32,128,32,32,BiModeBP
1949,32,1.6,128,64,8,2048,4,2,4,2,8,32,64,8,64,BiModeBP
1950,16,1.2,64,16,4,256,4,2,12,8,12,32,64,32,8,TAGE_SC_L_64KB
1951,4,2.4,32,16,8,1024,4,12,2,4,8,192,96,32,32,TAGE_SC_L_64KB
1952,1,1.6,32,16,8,256,4,2,2,2,12,256,32,64,8,BiModeBP
1953,1,3.6,16,32,1,512,2,12,4,2,2,64,16,32,16,MultiperspectivePerceptron64KB
1954,1,3.2,64,128,2,128,16,2,8,8,2,32,96,16,8,LocalBP
1955,32,4.0,16,64,1,256,16,2,2,12,8,32,32,8,32,BiModeBP
1956,32,3.2,32,32,1,128,8,8,8,4,2,64,128,16,32,MultiperspectivePerceptron64KB
1957,1,3.4,64,16,4,1024,4,4,12,4,12,32,128,64,8,TournamentBP
1958,1,3.0,16,32,4,2048,2,2,4,2,12,256,64,64,32,TAGE
1959,16,2.2,128,32,8,128,8,12,4,12,4,64,96,32,8,TournamentBP
1960,8,1.8,64,128,8,1024,8,8,2,8,4,256,16,64,32,BiModeBP
1961,16,2.2,128,64,1,512,8,12,8,2,2,32,32,64,32,BiModeBP
1962,8,4.0,16,16,1,512,2,12,8,4,12,256,16,8,16,TAGE
1963,32,2.8,16,16,8,2048,4,8,2,12,4,128,128,8,32,LocalBP
1964,2,2.4,64,64,1,1024,4,2,4,12,2,32,96,64,64,LocalBP
1965,16,3.2,16,64,2,1024,2,2,12,12,8,256,64,32,32,BiModeBP
1966,32,1.8,64,128,2,128,16,4,8,4,4,256,32,32,32,BiModeBP
1967,32,2.6,16,32,2,256,2,2,8,8,8,64,96,32,8,BiModeBP
1968,4,3.4,16,64,2,1024,2,8,2,8,2,128,32,64,32,BiModeBP
1969,32,3.2,16,64,2,2048,16,4,8,12,12,192,64,32,64,LocalBP
1970,4,1.0,16,64,4,2048,16,2,8,2,2,256,64,8,64,BiModeBP
1971,2,2.2,128,16,8,256,2,4,2,12,4,64,32,8,32,TAGE_SC_L_64KB
1972,8,3.8,32,16,8,256,8,4,12,2,12,256,64,64,32,MultiperspectivePerceptron64KB
1973,8,1.2,32,64,2,256,2,4,2,8,2,64,64,16,8,MultiperspectivePerceptron64KB
1974,4,3.8,128,128,1,512,4,12,2,4,2,32,96,64,16,MultiperspectivePerceptron64KB
1975,1,1.4,16,128,4,2048,4,4,2,8,2,192,16,32,64,TAGE
1976,1,1.0,16,128,2,512,4,2,12,12,2,256,96,8,8,MultiperspectivePerceptron64KB
1977,1,1.4,128,16,2,2048,4,8,8,8,12,256,64,32,16,MultiperspectivePerceptron64KB
1978,4,1.4,64,16,1,1024,8,12,8,4,12,256,16,8,8,TournamentBP
1979,4,3.6,64,128,1,2048,2,2,8,8,2,64,32,64,32,TournamentBP
1980,4,2.2,16,16,8,128,4,8,12,4,4,128,32,8,32,BiModeBP
1981,16,3.2,16,128,4,2048,16,12,4,8,8,256,64,32,16,BiModeBP
1982,8,3.8,64,64,4,256,2,4,8,4,2,128,32,64,8,MultiperspectivePerceptron64KB
1983,16,1.8,64,64,8,512,16,8,2,4,4,256,16,32,32,TAGE
1984,2,3.2,128,64,4,2048,2,8,2,8,4,128,128,8,32,TAGE_SC_L_64KB
1985,4,1.8,128,64,8,128,16,2,8,8,12,256,96,32,8,TAGE
1986,4,1.0,16,16,8,128,4,2,12,4,4,256,128,32,8,MultiperspectivePerceptron64KB
1987,4,2.8,64,64,2,128,16,4,4,8,12,32,96,8,64,TAGE
1988,2,4.0,64,16,1,128,2,4,12,4,8,64,64,8,8,TAGE
1989,2,2.0,128,64,2,1024,4,8,8,12,8,128,16,16,32,MultiperspectivePerceptron64KB
1990,32,3.6,64,128,1,2048,4,2,8,12,2,192,96,8,8,BiModeBP
1991,2,1.8,64,32,1,256,4,4,8,12,2,32,128,16,32,LocalBP
1992,4,3.4,64,32,1,128,4,12,2,12,2,128,32,64,8,TAGE_SC_L_64KB
1993,8,2.0,32,32,2,512,2,8,8,8,4,128,96,16,8,BiModeBP
1994,32,1.6,64,64,1,256,8,8,4,8,8,256,96,16,16,LocalBP
1995,8,1.8,16,128,4,2048,2,4,2,2,2,32,32,16,8,BiModeBP
1996,32,3.6,32,128,1,1024,8,2,12,2,12,256,64,8,8,BiModeBP
1997,8,3.4,128,16,2,128,4,12,2,12,12,32,96,32,32,LocalBP
1998,1,3.8,128,64,8,512,4,8,8,8,12,64,96,64,64,TAGE_SC_L_64KB
1999,8,1.4,128,32,4,512,16,12,12,2,12,256,32,64,8,TAGE_SC_L_64KB
2000,2,1.6,16,32,1,128,16,2,8,12,2,32,16,32,8,TournamentBP
2001,16,3.8,16,32,8,1024,8,2,12,12,2,256,96,32,64,TournamentBP
2002,4,2.6,64,32,1,2048,16,8,12,8,12,192,64,8,32,TournamentBP
2003,4,1.8,16,128,1,256,2,2,2,12,2,64,96,16,64,TAGE
2004,16,2.8,32,16,2,128,8,2,8,12,12,128,32,64,8,LocalBP
2005,8,3.8,64,128,8,2048,4,8,4,8,2,128,32,32,16,BiModeBP
2006,2,1.4,128,32,1,512,8,4,4,2,8,128,64,32,16,TAGE
2007,16,4.0,128,64,4,1024,16,2,12,12,2,64,16,64,64,TAGE
2008,4,3.6,64,128,1,1024,16,2,4,4,2,32,16,32,32,TAGE_SC_L_64KB
2009,1,3.4,32,16,2,2048,16,4,4,2,8,64,96,8,16,MultiperspectivePerceptron64KB
2010,4,4.0,32,32,1,512,2,2,2,4,4,64,96,64,64,BiModeBP
2011,16,3.0,128,128,1,1024,4,8,4,12,12,32,128,16,16,TAGE
2012,1,2.4,64,64,8,2048,2,8,8,8,12,192,16,64,32,MultiperspectivePerceptron64KB
2013,8,4.0,32,64,4,1024,8,4,12,12,8,256,16,64,8,TAGE
2014,4,1.6,16,32,8,512,4,8,2,4,2,256,128,64,64,LocalBP
2015,2,3.8,16,64,1,128,16,12,12,12,12,32,128,8,16,TAGE
2016,1,1.0,32,16,8,2048,2,12,12,2,2,32,96,64,8,MultiperspectivePerceptron64KB
2017,32,1.8,16,16,8,256,2,12,8,8,8,256,128,64,64,BiModeBP
2018,8,3.6,32,64,1,2048,4,2,2,12,8,32,128,64,8,BiModeBP
2019,16,3.2,32,32,1,2048,4,8,8,12,12,256,96,16,8,TAGE
2020,16,1.0,64,64,4,512,8,8,4,4,2,64,96,8,8,LocalBP
2021,2,3.8,64,64,2,256,4,8,2,12,4,192,32,8,64,LocalBP
2022,32,3.6,64,128,2,256,4,2,8,4,4,64,128,8,16,TournamentBP
2023,4,2.4,16,128,2,256,8,12,12,4,2,32,64,16,8,BiModeBP
2024,8,2.2,128,64,4,512,16,4,8,4,12,256,32,64,16,TAGE
2025,1,1.2,16,128,2,2048,4,12,12,4,12,192,32,64,64,TAGE
2026,16,3.6,64,32,1,512,4,8,4,12,4,128,32,16,16,LocalBP
2027,2,3.8,128,64,2,2048,4,12,2,8,2,64,32,64,64,LocalBP
2028,16,2.0,128,128,8,128,2,2,8,4,12,256,64,8,32,TAGE
2029,4,2.0,64,64,2,2048,4,12,12,2,12,64,64,8,8,TournamentBP
