exp_id,num_cores,cpu_clock_GHz,l1i_kb,l1d_kb,l1_assoc,l2_kb,l2_assoc,fetchWidth,decodeWidth,issueWidth,commitWidth,numROBEntries,numIQEntries,LQEntries,SQEntries,branch_predictor
314,1,3.0,128,16,8,512,4,12,8,12,4,192,16,32,64,MultiperspectivePerceptron64KB
315,1,3.0,64,32,2,512,4,4,4,2,4,64,128,32,8,BiModeBP
316,1,2.4,32,64,4,2048,4,4,8,12,4,64,32,32,8,TAGE
317,1,2.2,32,32,8,512,8,2,8,12,4,128,16,8,8,LocalBP
318,8,3.4,32,64,4,128,16,2,2,4,2,128,96,64,32,TAGE_SC_L_64KB
319,4,3.2,64,128,2,2048,16,12,4,8,4,32,64,16,32,BiModeBP
320,32,2.0,64,128,8,2048,2,12,2,2,12,192,128,64,16,MultiperspectivePerceptron64KB
321,4,2.0,64,64,2,2048,2,4,4,2,2,192,16,8,8,BiModeBP
322,1,2.0,32,16,2,512,8,2,12,4,12,32,16,32,64,BiModeBP
323,16,2.8,64,16,2,512,16,4,8,12,4,128,16,16,8,LocalBP
324,8,1.8,16,128,8,512,2,4,12,8,2,32,128,64,16,MultiperspectivePerceptron64KB
325,4,3.8,16,128,2,512,4,2,4,4,2,32,96,32,16,BiModeBP
326,4,1.0,16,32,4,128,16,12,2,4,12,64,32,64,32,BiModeBP
327,32,1.6,16,64,4,128,16,12,12,12,4,128,96,8,8,MultiperspectivePerceptron64KB
328,16,3.4,32,64,8,512,4,12,8,12,4,128,32,8,8,MultiperspectivePerceptron64KB
329,4,3.6,16,32,4,128,8,12,2,2,4,128,64,64,16,TAGE_SC_L_64KB
330,2,2.6,64,64,2,1024,8,4,4,2,8,256,32,64,32,TournamentBP
331,16,3.8,16,16,2,1024,16,8,2,2,2,32,32,32,64,BiModeBP
332,4,1.6,32,32,4,512,8,8,4,4,12,192,16,16,8,MultiperspectivePerceptron64KB
333,2,1.0,128,64,8,1024,16,8,12,2,2,192,32,32,64,TAGE_SC_L_64KB
334,4,2.8,128,16,4,512,4,4,2,4,8,128,128,8,16,BiModeBP
335,4,3.8,16,16,8,256,16,8,12,8,8,32,96,64,64,TournamentBP
336,16,1.0,128,32,2,256,2,4,4,8,8,64,64,32,8,LocalBP
337,1,3.2,64,128,4,128,2,8,4,12,8,256,128,64,16,LocalBP
338,32,2.8,64,64,1,128,16,4,8,4,8,128,64,64,64,TAGE
339,4,1.8,16,128,2,128,16,4,12,12,4,256,96,8,64,TAGE_SC_L_64KB
340,1,2.2,16,16,8,512,2,8,2,4,4,192,16,32,64,BiModeBP
341,2,1.4,16,16,8,128,8,2,8,2,8,192,16,64,32,TAGE
342,1,1.0,16,128,4,512,8,2,12,8,8,192,96,32,16,TournamentBP
343,32,3.4,32,32,2,256,2,2,12,2,2,128,128,16,8,BiModeBP
344,32,3.6,16,128,2,512,16,12,2,2,2,128,16,8,64,MultiperspectivePerceptron64KB
345,1,1.0,16,32,2,128,2,2,8,2,2,256,16,32,64,LocalBP
346,16,2.6,128,32,8,256,16,2,12,12,12,32,128,16,16,TournamentBP
347,16,2.2,16,128,8,512,8,4,4,8,4,32,64,32,16,TournamentBP
348,16,1.0,16,16,1,256,8,2,2,2,12,128,96,16,32,LocalBP
349,32,1.6,64,16,1,2048,4,2,12,8,12,32,16,16,8,LocalBP
350,2,1.6,16,16,2,512,4,4,2,4,4,192,96,8,64,BiModeBP
351,32,2.4,32,128,8,512,16,2,2,4,12,128,32,16,64,TournamentBP
352,32,3.0,128,128,2,2048,4,2,4,2,8,32,32,64,64,TournamentBP
353,4,1.8,128,64,8,2048,4,4,8,12,8,128,96,16,16,LocalBP
354,4,2.0,128,16,4,2048,2,12,12,4,12,128,32,32,16,TournamentBP
355,16,2.6,128,128,4,1024,2,8,12,12,8,256,64,32,64,TAGE_SC_L_64KB
356,8,1.0,16,32,4,512,8,2,4,12,8,256,64,16,32,LocalBP
357,32,2.8,64,64,8,2048,8,8,8,12,12,128,64,32,32,BiModeBP
358,4,1.0,16,32,4,256,2,2,12,4,4,64,128,32,16,TAGE_SC_L_64KB
359,16,1.2,16,32,1,1024,2,8,2,12,12,192,16,16,32,MultiperspectivePerceptron64KB
360,2,4.0,64,128,2,256,2,2,8,2,4,128,32,16,64,TAGE_SC_L_64KB
361,1,2.2,16,32,8,512,2,8,4,4,8,128,128,16,16,TournamentBP
362,16,4.0,32,64,8,512,8,4,8,12,8,256,16,8,16,BiModeBP
363,4,1.2,16,32,1,256,2,8,12,12,4,64,64,8,64,TournamentBP
364,32,1.8,64,16,4,2048,16,4,12,12,8,256,64,16,8,TAGE
365,32,1.8,128,16,8,512,8,8,4,4,2,192,96,32,32,TAGE
366,4,3.4,64,32,4,512,16,4,2,2,8,128,16,64,32,TAGE_SC_L_64KB
367,2,4.0,16,64,8,1024,16,2,2,8,4,32,128,64,64,TAGE
368,2,3.0,32,32,8,2048,2,2,8,12,12,128,32,32,32,TAGE_SC_L_64KB
369,16,1.2,64,128,2,2048,8,2,8,12,12,32,16,64,32,TAGE_SC_L_64KB
370,8,3.6,16,32,8,1024,16,4,2,4,12,256,128,16,32,MultiperspectivePerceptron64KB
371,8,3.8,32,32,1,128,4,2,8,12,12,256,128,8,64,TAGE_SC_L_64KB
372,4,3.6,128,128,2,512,4,4,2,12,4,256,32,8,64,BiModeBP
373,8,3.0,16,64,8,512,2,8,4,2,2,32,96,16,64,TournamentBP
374,2,2.2,16,64,1,1024,2,2,2,8,12,192,96,32,64,MultiperspectivePerceptron64KB
375,16,3.4,128,32,1,2048,16,2,4,4,8,32,16,16,32,BiModeBP
376,1,3.4,16,32,8,1024,2,8,8,8,4,192,64,32,32,TAGE_SC_L_64KB
377,32,1.2,32,16,2,512,2,8,12,12,8,128,64,64,8,BiModeBP
378,8,3.2,32,128,1,2048,16,2,2,4,2,128,32,32,16,TournamentBP
379,2,2.6,64,16,1,512,8,2,8,2,2,128,16,16,8,BiModeBP
380,2,4.0,16,32,8,512,16,12,12,12,8,128,32,8,64,BiModeBP
381,8,4.0,32,16,8,128,8,4,4,12,4,64,64,16,32,BiModeBP
382,16,2.6,16,64,4,512,8,4,12,4,2,32,96,64,16,TournamentBP
383,4,3.4,32,128,1,2048,8,8,2,2,12,32,16,32,16,BiModeBP
384,1,3.0,64,128,1,512,8,8,12,12,12,256,32,64,16,BiModeBP
385,2,3.2,64,64,4,1024,4,8,8,2,8,128,64,64,16,MultiperspectivePerceptron64KB
386,4,1.6,64,32,2,2048,8,2,12,12,8,256,96,8,64,TAGE_SC_L_64KB
387,16,3.6,32,64,1,128,8,2,4,12,2,256,96,16,8,TAGE_SC_L_64KB
388,2,3.4,64,16,4,2048,2,8,8,8,12,32,16,32,64,TAGE
389,2,1.4,128,64,4,512,8,12,12,8,12,256,64,16,8,TournamentBP
390,2,1.4,64,128,1,1024,4,12,2,4,8,128,64,64,8,BiModeBP
391,16,2.6,64,64,4,1024,8,2,2,8,8,256,96,8,32,TournamentBP
392,16,1.4,128,64,4,256,16,4,8,8,2,32,96,32,16,LocalBP
393,32,3.8,16,64,4,128,4,4,4,12,8,128,32,64,16,TournamentBP
394,32,3.0,16,16,2,128,4,2,2,2,8,192,32,16,32,TAGE_SC_L_64KB
395,1,4.0,64,64,4,256,2,2,2,8,8,256,64,64,16,BiModeBP
396,4,3.0,32,64,2,1024,2,12,12,4,2,64,32,16,8,LocalBP
397,1,1.8,64,64,4,1024,4,4,8,2,4,256,32,32,8,BiModeBP
398,8,3.8,128,32,8,1024,4,2,8,4,4,128,16,8,16,MultiperspectivePerceptron64KB
399,2,1.8,16,32,8,512,2,12,8,12,12,32,16,16,64,LocalBP
400,4,2.0,16,128,8,256,2,8,8,8,2,128,32,8,8,TAGE
401,1,1.4,64,128,2,1024,8,4,12,4,12,192,64,8,16,LocalBP
402,32,3.6,128,32,1,1024,8,12,4,4,2,256,16,32,8,TAGE
403,32,3.2,16,32,8,128,2,12,8,8,12,32,16,32,8,MultiperspectivePerceptron64KB
404,1,1.8,32,64,1,256,8,8,12,4,2,32,16,64,16,LocalBP
405,1,3.2,16,128,1,1024,2,12,2,2,2,64,32,8,16,TAGE_SC_L_64KB
406,32,1.8,16,16,4,256,4,12,8,12,12,128,96,8,8,LocalBP
407,2,2.4,128,16,4,256,2,12,12,12,8,64,32,16,64,BiModeBP
408,8,3.8,16,64,4,2048,8,8,12,2,8,64,32,64,16,LocalBP
409,32,1.8,64,64,8,128,2,2,12,4,2,128,16,16,16,LocalBP
410,1,1.2,64,32,8,256,2,12,2,4,8,64,128,32,32,TournamentBP
411,1,3.0,16,32,8,2048,4,4,8,8,2,192,64,64,16,BiModeBP
412,4,1.4,64,32,1,1024,4,12,2,2,12,64,64,8,16,BiModeBP
413,8,1.8,16,64,2,1024,2,8,2,2,2,32,128,32,8,MultiperspectivePerceptron64KB
414,1,1.2,32,128,8,1024,4,2,2,2,2,256,32,32,8,TournamentBP
415,2,3.2,128,64,4,128,16,12,2,2,12,192,96,64,64,TAGE
416,8,1.2,32,128,4,1024,16,12,12,12,4,192,128,64,32,TAGE
417,1,3.4,64,32,4,1024,2,2,12,8,2,128,16,8,32,MultiperspectivePerceptron64KB
418,4,3.6,128,32,2,2048,2,8,4,12,2,32,16,64,64,LocalBP
419,8,3.4,32,128,4,512,2,12,8,8,12,128,16,32,16,TAGE_SC_L_64KB
420,32,4.0,16,16,8,2048,16,2,2,8,4,256,96,16,16,LocalBP
421,8,3.2,16,16,2,128,16,2,2,8,12,64,64,8,8,BiModeBP
422,32,3.2,32,32,1,256,8,12,4,4,2,128,64,8,32,TournamentBP
423,2,3.0,128,32,8,512,8,8,4,12,12,128,16,32,16,TournamentBP
424,4,3.4,16,128,4,512,2,12,12,4,4,256,32,16,16,LocalBP
425,1,1.4,16,16,4,2048,8,8,2,2,8,256,128,32,16,MultiperspectivePerceptron64KB
426,32,1.8,16,32,2,512,4,4,4,8,4,32,16,32,32,TournamentBP
427,16,3.4,16,64,8,512,4,12,12,4,12,256,64,64,64,TAGE
428,2,2.6,32,64,2,1024,16,2,4,4,8,256,16,16,32,LocalBP
429,32,1.4,32,16,8,512,8,8,4,12,2,64,16,16,8,MultiperspectivePerceptron64KB
430,8,2.6,16,64,1,128,4,12,4,4,2,192,16,8,8,BiModeBP
431,1,3.0,128,64,8,256,8,12,12,4,2,192,128,8,16,TAGE_SC_L_64KB
432,32,1.8,16,32,4,512,4,4,12,2,12,64,128,8,8,MultiperspectivePerceptron64KB
433,16,2.0,16,32,2,256,4,12,4,12,12,192,32,16,32,TAGE_SC_L_64KB
434,16,1.8,16,32,4,128,8,4,2,12,8,192,16,32,64,BiModeBP
435,8,2.0,32,32,1,128,4,4,12,12,12,64,32,8,16,TournamentBP
436,16,1.0,32,64,2,256,4,2,8,2,8,192,32,16,16,MultiperspectivePerceptron64KB
437,2,3.0,128,16,8,1024,4,2,8,2,12,32,16,32,16,LocalBP
438,2,1.6,16,16,8,128,16,12,2,12,2,32,32,8,64,TournamentBP
439,16,1.8,16,128,8,256,4,2,8,2,2,128,16,16,8,BiModeBP
440,8,2.8,64,128,4,2048,8,2,2,8,8,128,96,64,64,BiModeBP
441,8,1.8,32,64,2,512,16,8,4,8,2,256,32,64,16,BiModeBP
442,4,2.2,16,16,4,1024,4,2,8,4,8,128,16,32,64,TournamentBP
443,8,2.6,32,128,2,2048,4,4,8,2,12,192,128,64,32,BiModeBP
444,4,1.8,128,128,8,256,16,8,2,4,4,32,96,16,64,TAGE_SC_L_64KB
445,16,1.6,128,32,1,256,2,12,2,8,12,32,64,64,64,BiModeBP
446,4,3.0,128,16,2,512,16,8,8,12,4,128,64,32,8,TournamentBP
447,8,2.2,16,128,2,1024,16,12,4,4,12,128,32,8,32,TAGE_SC_L_64KB
448,32,3.4,32,16,4,1024,2,4,4,8,8,64,128,8,8,TournamentBP
449,8,3.6,64,16,4,256,16,8,12,12,2,256,128,16,8,TAGE_SC_L_64KB
450,16,2.8,64,32,2,2048,8,4,8,8,8,256,128,64,32,TournamentBP
451,2,3.6,64,64,4,1024,4,2,12,12,2,256,16,8,64,BiModeBP
452,1,1.4,32,16,8,128,16,8,8,8,12,256,32,32,8,TournamentBP
453,16,2.4,64,64,2,512,2,8,4,12,2,64,32,64,8,TAGE_SC_L_64KB
454,1,1.6,16,16,4,128,8,4,12,12,8,64,128,8,16,TAGE_SC_L_64KB
455,32,2.4,16,64,4,256,8,2,2,4,4,32,96,16,32,LocalBP
456,32,2.0,16,128,8,512,8,2,8,4,8,192,64,64,32,LocalBP
457,16,1.8,128,16,4,256,2,2,2,4,8,32,64,8,64,BiModeBP
458,32,2.8,64,16,8,512,4,4,4,12,2,64,32,64,8,MultiperspectivePerceptron64KB
459,2,2.4,64,32,1,1024,2,2,4,2,2,128,64,32,32,MultiperspectivePerceptron64KB
460,16,2.4,128,32,2,512,16,12,4,4,2,32,16,64,16,TournamentBP
461,4,2.2,64,16,2,128,4,4,2,4,8,128,16,8,8,TournamentBP
462,2,1.6,16,16,2,256,2,2,8,2,12,32,96,64,32,LocalBP
463,16,1.6,64,64,8,512,4,2,12,4,4,256,128,32,16,LocalBP
464,1,2.8,16,32,2,1024,8,12,12,2,2,256,32,64,8,TAGE
465,2,1.4,32,64,8,2048,16,4,12,2,12,256,16,16,64,BiModeBP
466,32,3.4,16,128,4,2048,8,8,2,2,12,256,32,32,8,TAGE
467,1,3.0,128,16,8,2048,8,12,8,8,12,32,96,32,64,TAGE_SC_L_64KB
468,2,3.0,32,32,8,128,2,12,2,4,4,32,32,64,8,BiModeBP
469,4,3.2,16,32,8,128,8,4,12,12,2,32,128,8,64,BiModeBP
470,32,1.6,64,32,8,128,8,12,4,12,8,64,96,16,16,MultiperspectivePerceptron64KB
471,8,3.2,16,16,2,128,8,4,12,2,4,128,128,64,64,BiModeBP
472,8,3.2,32,16,8,256,8,4,8,2,2,192,32,8,8,TAGE_SC_L_64KB
473,16,2.4,64,16,8,1024,2,12,8,4,4,256,128,64,8,TAGE_SC_L_64KB
474,2,1.6,128,64,1,256,8,4,4,4,4,256,16,64,16,MultiperspectivePerceptron64KB
475,4,3.0,32,64,8,128,2,4,12,12,4,32,128,32,16,TournamentBP
476,8,3.2,128,32,1,1024,4,8,2,4,2,128,96,16,16,LocalBP
477,32,2.8,16,64,2,512,4,8,12,4,8,192,96,64,16,BiModeBP
478,1,1.8,32,128,2,512,4,8,12,2,12,256,32,32,8,BiModeBP
479,2,2.2,32,16,1,2048,8,12,12,2,8,64,96,64,64,TAGE
480,4,1.6,128,128,8,128,4,12,4,8,4,64,96,8,16,TournamentBP
481,32,1.8,128,32,4,128,4,4,2,8,8,64,32,16,8,TAGE
482,1,1.6,64,16,4,128,8,2,8,4,4,192,32,16,8,TournamentBP
483,32,1.0,128,32,4,512,2,8,12,8,4,32,128,64,16,TAGE_SC_L_64KB
484,8,3.2,32,128,2,256,8,4,8,12,4,256,16,16,32,TAGE_SC_L_64KB
485,8,3.0,128,32,1,256,2,8,8,4,12,256,32,16,64,LocalBP
486,32,2.2,32,64,4,1024,2,4,12,8,12,256,16,64,8,TAGE_SC_L_64KB
487,2,1.0,16,32,4,128,16,2,8,12,8,256,96,16,64,LocalBP
488,2,3.0,64,64,8,256,4,8,2,12,4,256,128,16,8,LocalBP
489,4,2.6,32,128,1,128,4,2,4,2,4,192,64,64,8,TournamentBP
490,16,2.6,128,32,4,256,8,12,2,2,12,64,32,16,8,LocalBP
491,4,2.8,64,32,4,2048,4,12,8,2,2,256,96,32,8,TAGE
492,4,1.4,128,16,4,512,16,2,2,2,4,256,32,8,8,MultiperspectivePerceptron64KB
493,8,1.8,128,128,8,128,16,4,12,12,2,192,16,32,64,LocalBP
494,2,1.4,64,64,8,128,4,8,8,8,4,32,32,8,8,MultiperspectivePerceptron64KB
495,4,2.2,64,64,4,256,16,4,8,2,4,192,32,8,8,TAGE_SC_L_64KB
496,32,1.0,16,16,4,128,16,2,8,8,12,256,96,32,64,TAGE_SC_L_64KB
497,16,3.4,128,128,8,1024,8,8,8,2,8,192,64,8,64,LocalBP
498,32,3.0,16,64,4,1024,8,12,2,12,2,128,64,32,64,TAGE
499,16,2.6,64,16,8,128,4,8,4,12,2,32,64,32,16,BiModeBP
500,32,2.0,64,32,1,128,2,8,8,4,12,256,64,64,8,BiModeBP
501,8,1.6,32,16,1,128,8,2,12,12,8,128,16,32,16,BiModeBP
502,8,2.0,16,128,1,1024,2,2,12,2,2,32,96,32,8,BiModeBP
503,2,1.2,16,32,2,512,8,8,8,12,12,192,16,8,16,TournamentBP
504,2,4.0,128,16,8,256,4,8,12,8,4,192,96,32,8,TAGE
505,8,2.2,32,32,2,2048,8,4,8,2,4,32,96,64,64,MultiperspectivePerceptron64KB
506,4,1.4,32,16,2,256,4,2,8,12,2,32,32,8,32,TAGE
507,4,1.6,64,128,1,512,16,4,12,4,4,64,32,16,16,TournamentBP
508,2,2.8,16,32,8,2048,4,4,2,2,8,64,64,8,16,MultiperspectivePerceptron64KB
509,8,1.8,128,128,4,128,4,8,12,8,12,64,32,16,32,BiModeBP
510,32,3.2,64,128,4,2048,8,2,4,12,8,128,64,16,32,TAGE_SC_L_64KB
511,32,1.2,64,128,1,128,4,4,12,4,2,32,16,8,32,MultiperspectivePerceptron64KB
512,1,1.6,16,32,1,128,2,4,12,2,8,128,96,8,8,LocalBP
513,2,2.8,16,16,8,512,4,4,2,12,12,128,96,64,16,TAGE
514,4,3.8,32,16,1,1024,16,2,12,4,12,128,16,8,64,TournamentBP
515,1,4.0,64,128,1,2048,8,12,8,8,12,64,32,16,8,TAGE
516,16,2.6,64,64,1,256,8,12,4,4,2,256,96,64,32,TAGE
517,4,1.6,16,128,2,2048,16,8,4,8,2,32,32,16,16,BiModeBP
518,4,1.0,64,16,4,1024,4,2,2,2,4,32,128,64,32,TournamentBP
519,2,3.0,32,32,2,1024,2,8,12,2,4,128,32,8,64,MultiperspectivePerceptron64KB
520,32,2.6,32,128,2,512,8,8,4,12,12,64,32,64,8,TournamentBP
521,1,2.4,128,32,2,256,2,2,8,4,12,32,64,32,64,LocalBP
522,2,1.0,32,16,2,2048,2,2,4,4,4,256,16,64,16,MultiperspectivePerceptron64KB
523,32,2.6,64,32,8,1024,8,8,8,12,2,128,128,32,32,TAGE_SC_L_64KB
524,32,1.2,32,16,2,2048,16,4,4,2,2,256,128,32,32,LocalBP
525,8,1.2,32,64,4,128,8,8,12,12,8,64,32,16,16,MultiperspectivePerceptron64KB
526,4,3.4,32,32,8,512,16,12,8,12,2,192,32,64,32,MultiperspectivePerceptron64KB
527,32,3.0,128,32,1,512,8,12,4,12,12,64,16,32,16,TournamentBP
528,4,2.8,64,32,2,1024,16,12,4,2,4,64,96,32,8,TAGE
529,32,1.4,128,16,4,1024,2,2,4,2,4,64,96,32,16,BiModeBP
530,1,3.6,16,128,8,1024,4,12,2,2,12,256,32,8,32,MultiperspectivePerceptron64KB
531,2,1.4,64,128,4,2048,2,4,4,12,4,128,128,8,8,TAGE_SC_L_64KB
532,16,2.0,128,32,4,1024,2,8,2,8,4,192,16,64,64,BiModeBP
533,4,1.6,16,128,8,1024,8,8,4,8,8,64,96,16,32,MultiperspectivePerceptron64KB
534,1,1.8,32,128,4,1024,8,2,12,12,12,64,64,8,16,TAGE
535,8,1.8,64,64,1,256,4,4,12,8,8,192,32,64,16,BiModeBP
536,32,2.0,32,64,4,256,4,8,12,8,8,64,128,8,32,LocalBP
537,2,3.0,128,64,4,1024,16,8,4,8,12,256,16,64,16,TAGE_SC_L_64KB
538,2,3.8,64,128,1,1024,2,8,12,8,2,256,128,16,64,TAGE
539,4,3.4,64,128,8,2048,8,4,4,4,12,256,128,8,8,BiModeBP
540,4,3.6,16,128,1,2048,2,2,8,8,12,192,16,16,32,TAGE
541,32,1.4,32,16,4,1024,4,12,2,4,12,128,128,16,32,BiModeBP
542,16,2.8,16,16,8,1024,8,12,4,2,2,256,16,64,8,MultiperspectivePerceptron64KB
543,32,1.4,128,64,1,2048,4,12,12,8,12,32,96,32,16,TAGE_SC_L_64KB
544,32,2.8,32,16,4,512,2,4,2,2,8,256,32,32,32,TournamentBP
545,2,1.4,128,16,1,2048,2,4,8,12,12,32,32,8,32,MultiperspectivePerceptron64KB
546,1,1.0,16,64,8,1024,2,2,12,12,4,32,32,16,16,TournamentBP
547,2,3.4,32,128,4,128,16,12,8,8,4,256,16,64,32,TAGE_SC_L_64KB
548,2,3.8,32,128,2,512,4,8,2,2,4,32,64,16,64,TAGE_SC_L_64KB
549,8,2.6,32,32,4,128,2,8,8,8,12,32,32,16,16,BiModeBP
550,4,3.6,32,32,8,512,4,4,4,12,4,256,64,8,64,BiModeBP
551,4,3.0,32,32,8,128,2,2,8,2,8,128,16,64,8,BiModeBP
552,8,3.8,16,128,4,2048,16,12,2,4,12,32,32,64,64,TAGE_SC_L_64KB
553,32,2.0,32,16,4,256,4,12,8,8,12,192,96,8,8,TAGE
554,32,2.0,32,32,4,256,16,4,8,2,4,32,16,64,8,TAGE
555,2,1.4,16,128,8,2048,2,2,4,4,8,64,64,64,8,TAGE
556,2,2.4,128,32,4,128,8,2,2,8,12,256,128,16,32,MultiperspectivePerceptron64KB
557,2,3.2,64,32,8,2048,4,8,12,8,2,32,64,16,8,TAGE_SC_L_64KB
558,16,2.4,32,32,4,256,8,12,4,12,4,256,96,8,64,BiModeBP
559,1,1.0,128,64,4,128,4,12,4,2,8,192,96,16,8,TournamentBP
560,1,1.8,16,32,1,1024,4,12,4,8,8,32,32,16,32,BiModeBP
561,1,1.8,32,128,1,128,16,8,2,12,8,64,128,8,8,LocalBP
562,16,2.8,16,32,1,256,4,8,12,8,2,64,64,64,16,TAGE
563,4,4.0,128,32,2,512,8,2,8,8,2,128,32,16,8,MultiperspectivePerceptron64KB
564,8,3.4,64,128,1,256,4,8,2,2,8,192,64,16,16,BiModeBP
565,8,2.4,32,16,1,512,2,8,8,8,8,256,64,64,32,TAGE
566,16,3.0,128,64,2,256,4,2,8,12,2,128,64,64,64,TournamentBP
567,32,1.2,64,64,4,256,2,2,8,12,8,32,96,32,32,MultiperspectivePerceptron64KB
568,16,3.2,64,32,2,1024,4,8,2,2,4,128,128,16,32,BiModeBP
569,32,3.2,32,16,2,128,16,8,8,2,2,256,32,16,8,TournamentBP
570,1,3.0,64,64,8,512,8,8,8,12,4,32,64,32,32,TAGE
571,2,3.4,32,16,4,512,8,2,2,8,4,128,64,8,32,LocalBP
572,1,3.4,128,128,1,1024,8,12,12,4,4,256,32,32,32,TournamentBP
573,1,2.2,16,64,8,1024,16,4,2,8,8,32,96,16,8,LocalBP
574,32,1.6,128,16,1,1024,16,8,2,4,8,128,128,16,32,TournamentBP
575,16,2.4,16,16,8,2048,16,4,2,8,2,64,32,16,32,TournamentBP
576,2,1.2,32,64,1,2048,2,4,4,4,4,64,64,16,8,TournamentBP
577,1,3.6,32,64,8,256,16,12,4,4,8,64,32,64,8,TAGE_SC_L_64KB
578,16,1.2,16,128,1,2048,8,12,12,4,2,128,128,8,8,BiModeBP
579,32,3.4,16,16,2,512,16,4,4,8,4,64,96,64,64,TAGE_SC_L_64KB
580,8,1.8,16,32,2,128,2,4,4,2,8,192,32,8,32,TAGE
581,2,1.2,64,32,4,128,16,12,12,4,2,64,96,64,64,LocalBP
582,4,1.4,128,64,1,256,2,8,2,12,2,32,128,64,8,TAGE
583,8,1.4,32,64,4,256,8,12,12,8,12,32,96,8,32,BiModeBP
584,2,1.0,64,64,2,128,16,8,12,12,2,32,64,64,16,TAGE
585,1,2.0,16,16,2,2048,4,2,4,8,4,32,64,8,64,TAGE
586,16,3.4,16,64,4,512,16,2,2,8,12,128,16,8,16,TournamentBP
587,2,1.0,32,64,1,1024,2,2,2,2,12,256,128,8,64,BiModeBP
588,1,2.6,64,16,4,512,2,12,4,2,2,32,64,32,8,MultiperspectivePerceptron64KB
589,4,3.4,128,64,1,512,2,2,8,4,2,256,96,32,8,TournamentBP
590,16,4.0,64,128,1,512,2,2,4,2,2,256,32,32,8,MultiperspectivePerceptron64KB
591,1,3.4,32,32,8,256,8,4,2,12,8,128,64,16,16,LocalBP
592,1,3.2,64,16,1,256,8,4,4,12,2,128,96,8,8,TAGE
593,2,1.0,32,128,1,1024,8,8,8,8,4,128,32,32,64,TAGE_SC_L_64KB
594,4,2.2,16,16,1,256,8,12,12,8,12,32,96,16,16,BiModeBP
595,1,2.4,32,32,2,2048,16,4,2,8,4,128,96,64,16,TournamentBP
596,16,2.2,128,128,2,256,2,8,12,4,8,256,96,16,32,BiModeBP
597,32,1.6,64,16,2,512,8,12,2,12,12,64,128,8,16,BiModeBP
598,32,2.8,16,128,8,1024,4,2,12,2,2,128,128,64,64,BiModeBP
599,16,2.2,32,64,4,2048,4,4,8,8,12,64,16,16,16,TAGE_SC_L_64KB
600,16,1.8,32,16,8,1024,2,12,12,8,4,64,96,8,16,TournamentBP
601,32,1.8,64,32,4,128,2,4,8,8,4,128,96,16,32,TournamentBP
602,8,3.6,64,16,2,512,4,4,4,12,8,192,96,16,64,TAGE
603,32,3.6,64,32,2,256,2,12,12,8,12,32,128,32,8,TAGE_SC_L_64KB
604,32,1.8,16,32,1,512,2,8,2,8,4,128,64,16,16,BiModeBP
605,16,4.0,16,32,2,1024,2,8,2,2,8,32,32,32,8,LocalBP
606,8,3.6,64,64,1,256,16,4,4,4,4,256,96,16,32,TAGE_SC_L_64KB
607,8,1.6,128,32,4,128,16,4,2,8,12,192,96,32,16,TAGE_SC_L_64KB
608,16,2.0,32,128,4,256,4,4,12,2,2,128,128,8,32,MultiperspectivePerceptron64KB
609,2,3.2,16,128,1,128,4,8,4,12,2,32,128,8,64,MultiperspectivePerceptron64KB
610,16,3.4,32,128,2,1024,4,12,8,2,12,192,32,64,64,MultiperspectivePerceptron64KB
611,2,2.0,16,64,1,128,8,2,8,12,8,128,96,8,64,TournamentBP
612,2,1.0,64,16,1,2048,4,12,8,4,4,192,96,8,64,BiModeBP
613,16,4.0,32,128,4,2048,2,8,4,4,12,192,16,32,32,TAGE
614,4,1.8,16,128,2,128,4,2,4,4,2,32,64,16,64,TAGE_SC_L_64KB
615,16,1.2,64,128,1,2048,2,2,12,8,2,256,64,64,16,LocalBP
616,8,4.0,32,32,2,1024,4,2,8,2,12,256,128,16,8,MultiperspectivePerceptron64KB
617,2,3.6,16,16,2,2048,2,4,2,8,12,64,128,16,32,TournamentBP
618,2,4.0,128,16,8,1024,2,4,8,12,12,64,64,8,8,LocalBP
619,1,2.2,32,128,4,1024,4,2,2,8,4,256,32,8,64,TournamentBP
620,2,2.2,16,128,1,128,4,8,8,4,8,256,64,32,32,TAGE_SC_L_64KB
621,32,1.2,64,128,4,256,16,2,12,8,8,64,32,16,32,LocalBP
622,2,2.6,128,32,1,1024,4,4,2,8,4,64,32,16,32,MultiperspectivePerceptron64KB
623,32,3.6,32,64,2,128,8,12,4,4,2,32,16,16,64,LocalBP
624,32,2.8,16,64,1,128,4,8,2,4,2,192,32,16,64,LocalBP
625,1,1.6,128,128,8,512,4,4,4,2,12,128,16,8,16,LocalBP
626,16,2.0,128,64,8,1024,8,8,4,12,2,256,96,8,16,TournamentBP
627,16,1.6,128,32,2,256,2,12,2,2,2,32,64,32,32,BiModeBP
628,16,2.4,64,32,4,2048,8,2,8,2,12,128,32,8,8,LocalBP
629,2,3.4,128,64,2,512,2,2,2,4,12,128,16,64,64,MultiperspectivePerceptron64KB
630,4,1.4,32,32,2,1024,8,12,8,4,4,256,96,64,8,MultiperspectivePerceptron64KB
631,2,2.6,32,128,8,512,16,2,12,12,2,64,96,32,16,MultiperspectivePerceptron64KB
632,8,2.8,32,16,8,512,8,12,4,4,8,32,64,8,32,BiModeBP
